keyword,rank,count,keywords,ranks,counts
,,,"['social media researchers', 'privacy concerns', 'tweets', '\\em deletions', 'attempts', 'rashness', 'public\nstatements', 'Deletions', 'deletions', 'removal', 'data', 'analyse', 'reasons', 'time', 'Twitter', 'which tweets', 'a major source', 'the stream', '  Twitter', 'a multitude', 'One\nimportant aspect', 'One', 'We']","[0.15511994305996657, 0.1178852264907988, 0.11059397486165151, 0.10753719385296681, 0.09848086692247739, 0.0948375446858006, 0.09060650577497067, 0.08494974037697109, 0.08494974037697109, 0.08057682797295267, 0.08035150606900165, 0.07811082509539378, 0.07485069920484926, 0.07317650981491892, 0.06693350674112723, 0.05108116892570017, 0.04957568565663289, 0.045317989948316414, 0.030915262507836352, 0.030517974514348775, 0.02859966596158496, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1]"
,,,"['semantic information', 'unsupervised procedures', 'dictionary glosses', 'procedures', 'Word Sense Disambiguation techniques', 'interesting Information Retrieval', 'Search Engines', 'syntactic dependencies', 'Information Retrieval', 'parsed dictionary\nglosses', 'other text types', 'a semantic representation', 'procedural semantics', 'Question\nAnswering Systems', 'Semantic Tagging', 'semantic\nrelations', 'a parsing process', 'Italian', 'Semantic Tagging and Word Sense Disambiguation', 'order', 'construction', 'a monolingual Italian dictionary', 'The procedures', 'this immediate intent', 'criteria', 'a semantic\nnetwork', 'both\nsyntactic and semantic features', 'an given expression', 'which multiple paraphrases', 'rule-based Parsing', 'query expansion\nstrategies', 'addition', 'these techniques', 'a translation', 'its outcomes', 'the\noutput', 'the project', 'this project', 'an interest', 'an application', 'The actual purpose', 'a kind', 'the generation', 'nearly an ontology', '  The project', 'this article', 'The cooperation', 'some\nmechanism', 'Which', 'that', 'they', 'which']","[0.11582597812963193, 0.10889751137886396, 0.10520054692383532, 0.09764952852680503, 0.08424878504164125, 0.08209668804208049, 0.07700414721934064, 0.07681427997294388, 0.07388569122139119, 0.07302978686167909, 0.07079713613201322, 0.06501150095565739, 0.06138329702428356, 0.06110973197105217, 0.06097533756644266, 0.060962223355368425, 0.05657159137056386, 0.055673353231478664, 0.05510221503010308, 0.05178903492608345, 0.05108073163020796, 0.04912274636804277, 0.04510238526495274, 0.04461858837902322, 0.044460091878206445, 0.043044343837718345, 0.041088237657481305, 0.03916963230222987, 0.035526306806851246, 0.0339275697282697, 0.03266901504660743, 0.0269848449779056, 0.02660483374423327, 0.026168369911930358, 0.024083056448573968, 0.024060175175563796, 0.023375176350929477, 0.023375176350929477, 0.023002635484764243, 0.02115182595842701, 0.020388005387658392, 0.01942556990770784, 0.017162410392467752, 0.017009567926568187, 0.016974687885339623, 0.01578062124733547, 0.012463766009627295, 0.010253359672812358, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]"
,,,"['different granularity', 'tree pruning', 'quantitative error analysis\nmethods', 'Chinese word segmentation', 'The granularity mismatch problem', 'the granularity mismatch problem', 'the error reduction', 'A binary tree based framework', 'the granularity problem', 'the errors', 'The tree pruning step', 'the main cause', 'Chinese', 'Chinese language\nprocessing', 'the binary tree representation', 'outputs', 'namely tree building', '  Chinese word segmentation', 'Previous work', 'This framework', 'this framework', 'a more sophisticated tree\npruning function', 'the sequence tagging', 'a fundamental task', 'up to 20%', 'this\nframework', 'two steps', 'the-art', 'The experiments', 'This paper', 'two']","[0.11681718175632816, 0.10907752107233738, 0.10645699737773567, 0.08786673192757515, 0.08777314447253522, 0.08777314447253522, 0.08521336431088969, 0.08024461010293268, 0.07629431975722896, 0.06723193170874739, 0.06496780961139557, 0.06444926447042235, 0.06355391086287206, 0.05694995247987282, 0.05613430391203891, 0.05481658233313459, 0.05226093666231681, 0.05185621172436877, 0.05007169436969282, 0.04424022469818456, 0.04424022469818456, 0.043439828893359345, 0.03899969189654952, 0.03672350013881859, 0.032210195649142764, 0.03212656002910178, 0.024320826915801754, 0.020704572659676637, 0.016233530203063326, 0.016233530203063326, 0.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]"
,,,"['vertex degrees', 'crossings', 'vertices', 'dependency length\nminimization', 'real\nsyntactic dependency trees', 'second', 'the dependency tree', 'the sentence length', 'pressure', 'a star tree', 'a random ordering', 'the expected number', 'The expected number', 'minimum', 'a related important research question', 'the sequence\nlength', 'a linear\ntree', 'the natural order', 'the number', 'this number', 'the second\nmoment', 'a sentence', 'the rather small number', 'a side-effect', 'the order', 'the\nnumber', 'the square', '  It', 'We', 'about zero', 'we', 'what']","[0.14346368554147174, 0.11601726614181579, 0.11379631061314126, 0.10005829530851115, 0.0984979497116825, 0.08784678692818805, 0.08643967877522014, 0.0816554625945109, 0.0763132852812398, 0.07164408331122925, 0.06616826962817568, 0.06459348571764775, 0.05906311791837074, 0.05787885109155982, 0.05509711124932586, 0.05357817118235282, 0.05340900195747403, 0.05179529177392441, 0.05142003575565083, 0.05142003575565083, 0.04652815465636297, 0.04563999060828664, 0.04354008535816019, 0.0378514169079875, 0.03754033718756648, 0.03734042665181729, 0.028636297561500774, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
,,,"['different languages', 'Wikipedia', 'most controversial articles', 'geographical locations', 'preferences', 'interests', 'the different languages', 'practices', 'convergent', 'the controversial topics', '10 different\nlanguage versions', 'peer-production', 'differences', 'Visualizations', 'visualizations', 'the presented analysis', 'divergent social-spatial\npriorities', 'visualize', '""edit wars', 'the\ncontroversial topics', 'overlap', 'the multicultural aspects', 'the content', 'a window', 'the related work', 'the similarities', 'the top 100 lists', 'the methods', 'a brief review', 'the degree', 'just an\nencyclopaedia', 'Our results', '  We', '10', '100', 'We', 'it', 'us', 'we', 'what']","[0.13997935710890297, 0.11177338810718863, 0.10824076562551244, 0.10202307384171183, 0.09844058959180857, 0.07745991153929291, 0.07423526447837898, 0.06814769050115682, 0.0668294782600788, 0.06365036030970055, 0.06278815755419967, 0.061756763254094876, 0.06047602104781542, 0.058670578967171066, 0.058670578967171066, 0.056442394403200175, 0.0544272908701358, 0.04903813344183183, 0.047147062512529175, 0.04619582361572296, 0.04338985130633515, 0.04089019769053063, 0.03324461989109247, 0.03219688400196098, 0.030343562325678152, 0.029067496560768836, 0.02573454458361274, 0.023986829219158602, 0.02364412918569415, 0.017690808848897243, 0.01752341813690644, 0.014454315275552765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
,,,"['conceptual combinations', 'compositional and non-compositional semantics', 'individual concepts', 'everyday language', '  Conceptual combination', 'formal methods', 'compound phrases', 'semantic compositionality', 'Compositionality', 'compositionality', 'formal frameworks', 'language', 'philosophy', 'a single probability space', 'the constituent concepts', 'twenty-four\nnon-lexicalised conceptual combinations', 'the combination', 'their combination', 'quantum theory', 'the joint probability distribution', 'the underlying concepts', 'the semantics', 'favor', 'the\njoint probability distribution', 'The formal analysis methods', 'notions', 'a strong argument', 'different grades', 'a novel probabilistic framework', 'a fundamental role', 'both cognitive science', 'this very assumption', 'composite\nsystems', 'an empirical study', 'the\nfactorisation correspond', 'two methods', 'a clear\ndividing line', 'the broad\nrange', 'productivity', 'the literature', 'addition', 'both ""strong"" and ""weak"" compositionality', 'a\nfunction', 'the\nframework', 'this condition', 'the necessary\nand sufficient condition', 'the distinction', 'This article', 'A\nfailure', 'the\nprinciple', 'the\nsystematicity', 'This', 'first', 'that', 'them', 'these', 'twenty-four', 'two', 'we', 'which']","[0.13844358520096522, 0.12007973969234101, 0.10872225347681941, 0.07415495399323602, 0.07342079843053505, 0.06672615139195169, 0.06651661984310317, 0.06588995679451332, 0.06548707658573698, 0.06548707658573698, 0.06302287871334834, 0.06226325243533085, 0.06151473792049183, 0.06143337103697816, 0.057849756503045774, 0.057212414925083645, 0.05619606211774733, 0.05619606211774733, 0.0556653554032191, 0.054515775053624954, 0.05318939830931825, 0.0431129706278916, 0.04264849305622432, 0.04031495933184462, 0.038424150769747444, 0.0367429382155981, 0.036383889805211074, 0.03476883198049711, 0.03458759538629739, 0.03360735740446658, 0.032854998865511895, 0.03017661922119549, 0.027577071136942514, 0.02727134630410713, 0.026435609938491676, 0.02577865107738178, 0.025204118578824153, 0.02513683494936433, 0.024405225002742868, 0.023314024398137664, 0.0215434196530245, 0.01995252156222949, 0.01917646722847678, 0.01701844969610958, 0.016532291973209053, 0.01581296768286404, 0.013456029651608659, 0.009950479308751016, 0.007225882621795158, 0.007225882621795158, 0.007225882621795158, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]"
,,,"['prepositions', 'preposition\nsenses', 'semantic relations', 'sense\ndisambiguation task', 'semantically related senses', 'the relation labels', 'these relations', 'a mapping', 'the word', 'an inventory', '  We', 'We', 'that']","[0.2340824056642087, 0.15425393234625523, 0.15402122649158723, 0.12820400510004434, 0.11623782276331414, 0.10046964068160275, 0.07013113781092471, 0.061977024179643216, 0.03802224061418142, 0.02457481573944047, 0.0, 0.0, 0.0]","[3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
,,,"['meaningless word generation', 'meaningless words generation', 'meaningless words', 'new words', 'joint Chinese word segmentation', 'word-based features', 'features', 'generalization ability', 'The word-lattice based framework', 'a word-based model', 'comparison', 'S&T', 'segmentation', 'our\nword-based features', 'speech', 'a character-based model', 'order', 'the training data', 'Chinese', '  Conventional statistics-based methods', 'Penn Chinese', 'the baseline', 'Wikepedia', 'a large-scale raw corpus', 'F1', 'An undesirable side effect', 'Experiments', 'the wordhood', 'a 62.9% reduction', 'the F1 measure', 'an\neffective and efficient framework', '62.9%', '200 billion characters', 'A general lexicon', 'this\nmethod', 'a\nnumber', 'a result', '0.984', '200 billion', '5', 'We', 'that']","[0.17393703603099725, 0.17393703603099725, 0.17146565526760316, 0.15871393260744426, 0.14922985432747715, 0.11023421591171043, 0.09342186897656135, 0.08263308825164586, 0.08095899308164786, 0.07903566663178876, 0.07814177346126573, 0.07671003523631545, 0.0701050294562448, 0.06636301544518516, 0.06368930311624967, 0.0600411548614478, 0.05950890352919144, 0.05683202244104128, 0.05595659010349091, 0.05478942675799108, 0.05083363043807178, 0.046643253890077466, 0.04042133664378657, 0.03910753691021355, 0.035681658809302054, 0.031914857953307924, 0.03149766210099356, 0.031172550443082415, 0.02912738309932467, 0.026958603596318586, 0.02621031628661014, 0.025801417290696755, 0.024959345550881855, 0.023797497206701216, 0.02161581410317099, 0.01535860557217536, 0.014548146954282005, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]"
,,,"['Naive Bayes', 'accuracy', 'sentiment analysis', 'linear training and testing time complexities', 'Naive', 'the popular IMDB movie reviews', 'negation handling', 'a simple\nNaive Bayes model', 'different methods', 'mutual\ninformation results', 'a Naive Bayes\nclassifier', 'a significant improvement', 'methods', 'an accuracy', 'the accuracy', 'a highly accurate and fast sentiment classifier', 'word n-grams and feature selection', '88.80%', 'that a combination', 'This', 'We', 'that']","[0.13663398797114784, 0.12185524520332322, 0.11180180902531914, 0.10400634317427002, 0.10044439345778074, 0.07982365130741051, 0.0750114706603156, 0.07085471896744583, 0.06906977595959823, 0.06786813454993876, 0.06598253915040778, 0.059544633889711304, 0.058664629036822694, 0.056282526896245216, 0.056282526896245216, 0.046504468360602215, 0.04250672450803741, 0.029318453409702624, 0.01471768513333848, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1]"
,,,"['several different rules', 'morphological analysis', 'rules', 'different parts', 'machine translation pipeline', 'Machine translators', 'a proper root word', 'this task', 'people', 'order', 'their respective\nlanguages', 'lemmatization', 'a mechanism', 'Stemming', 'first', 'the addition', 'all these languages', 'the affixes', 'an expertise', 'the world', 'a translingual society', 'a machine\ntranslator', 'a tool', 'a lemmatizer', 'The very first module', 'this paper', '  We', 'that', 'us', 'we', 'which']","[0.13647077782229547, 0.11899099106386668, 0.11649490625277698, 0.10548454164759419, 0.08969926889898516, 0.08207987038046127, 0.08125198486997469, 0.06190118199822456, 0.06052580820055245, 0.057164244312802745, 0.050135615225571736, 0.04454352790672449, 0.04064056256664156, 0.03932011043801951, 0.03932011043801951, 0.03793449629662454, 0.03691414289638821, 0.03613749759253292, 0.035804415423708096, 0.03457939094715718, 0.03365420833032436, 0.03159255683947261, 0.025749021670990864, 0.02552473266862342, 0.02156112020799394, 0.018161181076765103, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 3]"
,,,"['Morrilll e.a', 'MILL1', 'Lambek', 'fragments', 'Piazza', 'Moot', 'the Lambek calculus', 'the Displacement calculus', 'the multiple context-free languages', 'linear', '  First-order multiplicative intuitionistic linear logic', 'Moot & Piazza 2001', 'the fragment', 'First', 'addition', 'an extension', 'I', 'which']","[0.16276089766817797, 0.13532962397504777, 0.12128406636681908, 0.11568312803730842, 0.11299220162501059, 0.10744248547165407, 0.09954414042376646, 0.09308428204156573, 0.07419471985135413, 0.07198717281383835, 0.060232956054115244, 0.056581490451510626, 0.053431748090430366, 0.04618796887401618, 0.04618796887401618, 0.04002588150468034, 0.0, 0.0]","[2, 5, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3]"
,,,"['Twitter microblogs messages', 'apropriate R packages', 'stock market charts', 'R langauge', 'microblogs', 'frequent sets', 'Twitter', 'keywords', 'the stock market analysis', 'a software package', 'the data mining', 'tweets', 'the purpose', 'The\npackage', 'The model', 'this paper', 'We', 'them', 'we']","[0.18900985602975476, 0.18112367357104397, 0.16098620209484793, 0.15124815860395047, 0.13482542216995497, 0.13351502651800212, 0.13164595420368125, 0.10179516541174276, 0.09790684566402959, 0.07077832506579189, 0.05977435737870061, 0.058226258099868235, 0.04922194287639009, 0.042585138066613244, 0.02252894964731136, 0.02252894964731136, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
,,,"['plan inference', 'possible plans', 'Deployment plans', 'disaster response', 'teams', 'human planners', 'people', 'noisy data', 'first', 'a PR2 robot', 'a robot demonstration', 'logical plan\nvalidation', 'probabilistic generative modeling', 'a human teams final plan', 'machine instructions', 'inference', 'a first-response collaborative task', 'the human teams planning conversation', 'the robots', 'military field\noperations', 'autonomous systems', 'the\nteam planning session', 'the large solution space', 'time-critical domains', 'human subject\nexperimentation', 'the\nfinal plan', 'concert', 'a logical\nplanning technique', 'the agreed upon plan', 'A human operator', 'the first work', 'a generative model', '83% accuracy', 'programming', 'a processed form', 'these operations', 'two\npeople', 'only a small amount', 'this translation burden', '83%', 'the burden', 'the-fly', 'the challenge', 'an algorithm', 'the algorithm', 'This\nhybrid approach', 'our knowledge', 'Our\napproach', 'We', 'that', 'this', 'two', 'us', 'we', 'which']","[0.11726264050916858, 0.11389385484214345, 0.10431070684927121, 0.10154274663275889, 0.08910352379171749, 0.08588881014010798, 0.08523621807291534, 0.07521795794489522, 0.07191927554454323, 0.07088475796448777, 0.06708799756603073, 0.06699409634338448, 0.0652110742811583, 0.06503856495760958, 0.062429954308197866, 0.06146447931813037, 0.059774034431952026, 0.05846645866637682, 0.053624651139729244, 0.05152542810969893, 0.05112188092878257, 0.05008935424875044, 0.04747928446345445, 0.04727743566943385, 0.047255972328873276, 0.04379524402674718, 0.043228873712327656, 0.042140937197702136, 0.04174772744591163, 0.04143617736627352, 0.04126079924315069, 0.039528424715559604, 0.034979923085854875, 0.03224266277098805, 0.031869047075711567, 0.028968499132704845, 0.028589096663405224, 0.028385724518029273, 0.024213817400018663, 0.022283054437459038, 0.017152455059865318, 0.016446840601819553, 0.015798494405525942, 0.013550192937833078, 0.013550192937833078, 0.012852366538920655, 0.012263831867280098, 0.00890580310924943, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 1, 1, 1, 1, 1]"
,,,"['alternative triplets', 'values', 'feedback', 'users', 'an entry', 'SentiWordNet', 'order', 'the\nSentiWordNet entries', 'the user feedback', 'the suggestion', 'the form', 'the related Web interface', 'the future', 'the plans', 'the release', 'SentiWordNet 3.0']","[0.19860643186754515, 0.152279412893311, 0.09851413093845435, 0.09573967358559012, 0.09498520896969113, 0.08146653648606836, 0.08034362516592197, 0.08026976068125055, 0.06868609592347324, 0.06645013555655827, 0.06057481588154137, 0.05539697148434587, 0.04905977483108627, 0.03808845902113364, 0.026256050542066922, 0.022720975686758904]","[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]"
,,,"['meetings', 'time', 'key decisions', 'complex interpersonal dynamics', 'social signals', 'persuasive words', 'common patterns', 'social dialogue\nacts', 'a meeting', 'the meeting', 'ii', 'iii', 'place', 'a key decision', 'the time', 'tentative evidence', 'only the\nlocal dialogue acts', 'the amount', 'a data-driven approach', 'the speaker', 'the way', 'the set', 'the language', 'almost every day', 'the science', 'a proposal', '  Most people', 'an\nunderstanding', 'this work', 'Our aim', 'The study', 'We', 'it', 'that']","[0.13609722285411274, 0.11972815804508133, 0.10567506613068152, 0.10461077494800367, 0.09468129508010939, 0.08680227166971062, 0.08573287911282276, 0.07436102666274208, 0.06286061460062597, 0.06286061460062597, 0.06281825988582294, 0.06144007559307945, 0.05971755343638555, 0.056042666897506324, 0.055300067421524615, 0.04582088467258359, 0.041646222204703584, 0.03777165519657608, 0.03584753594678096, 0.03260798925066118, 0.03019963763830505, 0.029566747694406717, 0.02927483369117519, 0.02895197072341848, 0.028674055584427163, 0.028121887019040503, 0.021450623103570595, 0.017959557344944654, 0.01485539894215455, 0.013113379929532255, 0.013113379929532255, 0.0, 0.0, 0.0]","[3, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1]"
,,,"['underspecified annotations', 'annotation', 'lightweight dependency syntax annotation', 'algorithms', 'the annotation process', 'unlabeled dependencies', 'this\nannotation', 'parts', 'a simple notation', 'annotators', 'three languages', 'the syntax', 'the typical representation', 'a framework', 'the efficacy', 'the formalism', 'Our\nformalism', 'We', 'three']","[0.2334422140569507, 0.21102681216715286, 0.20226842183700955, 0.12869409279935257, 0.12133582119314643, 0.10467073739288386, 0.07078054456212503, 0.06844230208053838, 0.057276977819367476, 0.054969521888838885, 0.048369717908515575, 0.042220439963509986, 0.04153144385776054, 0.023761904494598578, 0.023761904494598578, 0.020975425997840424, 0.015232026669232884, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]"
,,,"['such models', 'current models', 'distributional models', 'compositional semantics', 'capturing', 'negation', 'logical operations', 'such\nmodels', 'textual logic', 'semantics', 'a formal compositional notion', 'a\ncontinuous vector space representation', 'shortcomings', 'the increasing empirical success', 'the types', 'a tripartite formulation', 'this\nrepresentation', 'the ability', 'a solution', 'this paper', 'it', 'we']","[0.21588351276003828, 0.16593737437980563, 0.16469878872136565, 0.13676176986056054, 0.13312522228603446, 0.12722925221701545, 0.11671142375464341, 0.11448952186424671, 0.11422025382940715, 0.10228976298678337, 0.07727021640507083, 0.056254316291959115, 0.04903730283586821, 0.03871740481400732, 0.0382973950817207, 0.03704943068971571, 0.03221794330145271, 0.025658201291331062, 0.01764892018033159, 0.01764892018033159, 0.0, 0.0]","[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]"
,,,"['boolean logic', 'task logical KR', 'accomplished tasks', 'accomplishable tasks', 'Computability Logic', 'facts', 'KR', 'previous logical\nlanguages', 'many\ninteresting agents', 'both accomplished tasks', 'sophisticated KRs', 'the logic', 'an agent', 'the agent', 'Knowledge Representation', '(KR', 'a new approach', '  Knowledge Representation', 'This notion', 'the notion', 'a\nset', 'the user', 'This paper', 'us', 'which']","[0.1866459031398907, 0.17939646996852804, 0.16232185525194354, 0.15131538043602832, 0.12388680209238723, 0.10531451248129867, 0.10170858721744071, 0.08936317189277228, 0.08631519870577896, 0.08608416343757286, 0.07695351381974996, 0.07179164268496922, 0.0646067203020245, 0.0646067203020245, 0.057864266080389914, 0.04697718416710874, 0.03938197799614833, 0.03068716120036983, 0.030583548294400048, 0.030583548294400048, 0.029414270713162258, 0.022697226849594857, 0.018759923696812383, 0.0, 0.0]","[1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]"
,,,"['documents', 'queries', 'arabic text', 'IRS', 'arabic Information Retrieval Systems', 'arabic', 'Arabic Wordnet', 'user requirements', 'Arabic WordNet', 'Identified concepts', 'The expanded query', 'the arabic IRS', 'arabic\nontology', 'Arabic WordNet\nsynsets', 'the best concepts', 'the\nrelevant documents', '(IRS', 'the IRS', 'a single\nsense', 'this paper', 'those systems', 'a medium\nsize corpus', 'a\nglobal improvement', 'the performance', 'Our experiments', 'The results', 'the context', 'those', 'us']","[0.12751941163256203, 0.11967382344355167, 0.1153043936916981, 0.11513005727756455, 0.11497037932961525, 0.10475619007208066, 0.1038228685332437, 0.10058111541053247, 0.0999767820012081, 0.08167021199350438, 0.07958808642580076, 0.07782799857241798, 0.06422021600808604, 0.0639296718042126, 0.05600575635167982, 0.054365866455198135, 0.053176295648815146, 0.053176295648815146, 0.04099566363192299, 0.03542928677364014, 0.03355489813124492, 0.03076848172765188, 0.02703207575213262, 0.026468819496873713, 0.015112984476543218, 0.015112984476543218, 0.015112984476543218, 0.0, 0.0]","[2, 2, 1, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
,,,"['oral billiards', 'perceptual observables', 'diacritics', 'Speech', 'speech', 'IHA', 'detail', 'articulatory\nspecifications', 'an earlier version', 'oral\nbilliards', 'the\nremaining 6-D prosodic subspace', 'a separate paper', 'time', 'the 10-D phonetic-prosodic space', 'the 4-D phonetic\nsubspace', 'this space', 'a random chain', 'This paper', 'the target\nrandom variable', 'a speech', 'The IHA', 'the IHA', 'that is, a symbolic sequence', 'the exposition', 'a supplement', 'the model', 'an alphabet', 'The definitions', 'The\ndimensions', '10', '4', '6', 'We']","[0.11802202701382564, 0.09695049276673828, 0.09689093183899988, 0.07747006731883269, 0.07747006731883269, 0.0763978721013437, 0.07455791305713078, 0.07109499379895347, 0.06281695870418631, 0.06259063172314351, 0.06035520403677895, 0.05880804678183865, 0.057760191675923195, 0.05583212593551128, 0.04959472837684449, 0.04516736380850421, 0.043548321691644507, 0.042548779160352004, 0.03872293625209922, 0.03578189137653319, 0.035286665618580314, 0.035286665618580314, 0.03335019561687099, 0.03254167681706839, 0.03176384765697666, 0.022937313040878368, 0.019665551570695747, 0.017873225264163316, 0.01297925696083466, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
,,,"['human concepts', 'concept combinations', 'human cognition', 'human knowledge', 'concepts', 'entities', 'quantum theory', 'texts', 'data', 'model decision processes', 'meaning', 'technologies', 'Natural Language Processing and Information Retrieval', 'traces', 'the quantum cognition approach', 'language', 'representations', 'quantum\nstructures', 'a quantum contextual and meaning-based approach', 'Brussels', 'a Fock-Hilbert space structure', 'psychological and corpus-text-based experiments', ', quantum cognition inspired tools', 'information\ntechnologies', 'elements', 'a large amount', 'these entities states', 'quantum', 'our\nquantum-theoretic framework', 'the modeling', 'this modeling', 'the last two decades', 'their conjunctions/disjunctions', 'our Brussels\nteam', 'specifically our identification', '  The mathematical formalism', 'this\npaper', 'We', 'we', 'which']","[0.1227033254790797, 0.10932925384108763, 0.10713473665461505, 0.10646714296635634, 0.09306686546851967, 0.08932826931629116, 0.08922291468047816, 0.08800299995566933, 0.08464206474772615, 0.08325278951265626, 0.07879779580372089, 0.07389323364066748, 0.07120766794023425, 0.06818152681568163, 0.06600625775063369, 0.062432662373909625, 0.060690980760085826, 0.05843986068436624, 0.052810838002051906, 0.05237942952665431, 0.05190196118745995, 0.05161717132877145, 0.05019877049121969, 0.04816234828390429, 0.04799271277631223, 0.04546249814335941, 0.04259454998658131, 0.03410364796287821, 0.031727395199969345, 0.030431816054699454, 0.030431816054699454, 0.02976906040674354, 0.028888701423211937, 0.027700270443969985, 0.020364945595788896, 0.01650774832606142, 0.010097361004239965, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2]"
